layer,submodule,rel_in,rel_out,err_in_per_resid,err_out_per_resid,abs_err_in,abs_err_out
23,post_attention_layernorm,2.123574e-07,6.495237e-07,2.125247e-07,3.521742e-08,4.213935e-04,6.047807e-05
23,mlp.gate_proj,6.495237e-07,6.108803e-07,3.521742e-08,8.613694e-08,6.047807e-05,1.456650e-04
23,mlp.up_proj,6.495237e-07,6.797615e-07,3.521742e-08,7.906710e-08,6.047807e-05,1.338882e-04
23,mlp.down_proj,8.620971e-07,9.146537e-07,3.019813e-08,3.899919e-08,5.062250e-05,6.433428e-05
23,mlp,6.495237e-07,9.146537e-07,3.521742e-08,3.899919e-08,6.047807e-05,6.433428e-05
24,input_layernorm,2.165746e-07,6.037754e-07,2.165746e-07,4.520676e-08,4.284500e-04,7.823240e-05
24,self_attn.q_proj,6.037754e-07,3.999629e-07,4.520676e-08,7.813790e-08,7.823240e-05,1.325781e-04
24,self_attn.k_proj,6.037754e-07,3.527176e-07,4.520676e-08,8.034608e-08,7.823240e-05,1.353478e-04
24,self_attn.v_proj,6.037754e-07,6.695003e-07,4.520676e-08,5.876650e-08,7.823240e-05,1.004394e-04
24,self_attn.o_proj,8.420804e-07,8.217534e-07,1.480085e-08,1.924814e-08,2.589117e-05,3.310907e-05
24,post_attention_layernorm,2.313981e-07,6.600614e-07,2.318188e-07,3.630179e-08,4.555067e-04,6.293371e-05
24,mlp.gate_proj,6.600614e-07,6.224273e-07,3.630179e-08,8.862120e-08,6.293371e-05,1.512012e-04
24,mlp.up_proj,6.600614e-07,6.940754e-07,3.630179e-08,8.156196e-08,6.293371e-05,1.392918e-04
24,mlp.down_proj,8.999199e-07,9.433347e-07,3.090722e-08,3.901318e-08,5.273050e-05,6.624841e-05
24,mlp,6.600614e-07,9.433347e-07,3.630179e-08,3.901318e-08,6.293371e-05,6.624841e-05
25,input_layernorm,2.246790e-07,6.327964e-07,2.246790e-07,4.906914e-08,4.476217e-04,8.580350e-05
25,self_attn.q_proj,6.327964e-07,4.170595e-07,4.906914e-08,8.324722e-08,8.580350e-05,1.425813e-04
25,self_attn.k_proj,6.327964e-07,3.851850e-07,4.906914e-08,8.330451e-08,8.580350e-05,1.424795e-04
25,self_attn.v_proj,6.327964e-07,7.025027e-07,4.906914e-08,6.634509e-08,8.580350e-05,1.145597e-04
25,self_attn.o_proj,1.023245e-06,1.028622e-06,1.439549e-08,1.881723e-08,2.484750e-05,3.220317e-05
25,post_attention_layernorm,2.200992e-07,6.729633e-07,2.202574e-07,3.779241e-08,4.176326e-04,6.601350e-05
25,mlp.gate_proj,6.729633e-07,6.242146e-07,3.779241e-08,9.218054e-08,6.601350e-05,1.586598e-04
25,mlp.up_proj,6.729633e-07,7.065850e-07,3.779241e-08,8.495367e-08,6.601350e-05,1.462455e-04
25,mlp.down_proj,9.249772e-07,9.665103e-07,3.269999e-08,4.144634e-08,5.646371e-05,7.093155e-05
25,mlp,6.729633e-07,9.665103e-07,3.779241e-08,4.144634e-08,6.601350e-05,7.093155e-05
26,input_layernorm,2.398092e-07,6.414199e-07,2.398092e-07,4.851370e-08,4.698443e-04,8.535519e-05
26,self_attn.q_proj,6.414199e-07,4.109978e-07,4.851370e-08,8.202514e-08,8.535519e-05,1.414030e-04
26,self_attn.k_proj,6.414199e-07,3.748966e-07,4.851370e-08,8.347969e-08,8.535519e-05,1.431117e-04
26,self_attn.v_proj,6.414199e-07,7.080794e-07,4.851370e-08,6.666581e-08,8.535519e-05,1.157589e-04
26,self_attn.o_proj,9.625964e-07,9.340420e-07,1.984964e-08,2.575973e-08,3.594107e-05,4.653194e-05
26,post_attention_layernorm,2.236763e-07,6.891347e-07,2.242667e-07,3.934679e-08,4.380270e-04,6.945340e-05
26,mlp.gate_proj,6.891347e-07,6.152581e-07,3.934679e-08,9.619737e-08,6.945340e-05,1.669017e-04
26,mlp.up_proj,6.891347e-07,7.014207e-07,3.934679e-08,8.860513e-08,6.945340e-05,1.538822e-04
26,mlp.down_proj,9.253873e-07,9.815044e-07,3.559100e-08,4.524087e-08,6.142297e-05,7.730511e-05
26,mlp,6.891347e-07,9.815044e-07,3.934679e-08,4.524087e-08,6.945340e-05,7.730511e-05
27,input_layernorm,2.560283e-07,6.772854e-07,2.560283e-07,5.051634e-08,5.117032e-04,8.984307e-05
27,self_attn.q_proj,6.772854e-07,4.176794e-07,5.051634e-08,8.539871e-08,8.984307e-05,1.489547e-04
27,self_attn.k_proj,6.772854e-07,3.911753e-07,5.051634e-08,8.725619e-08,8.984307e-05,1.519580e-04
27,self_attn.v_proj,6.772854e-07,7.406025e-07,5.051634e-08,7.019710e-08,8.984307e-05,1.231837e-04
27,self_attn.o_proj,1.025844e-06,1.006039e-06,1.900223e-08,2.557230e-08,3.175411e-05,4.249018e-05
27,post_attention_layernorm,2.268392e-07,7.065962e-07,2.272791e-07,4.130340e-08,4.331522e-04,7.337006e-05
27,mlp.gate_proj,7.065962e-07,6.134710e-07,4.130340e-08,1.010264e-07,7.337006e-05,1.765843e-04
27,mlp.up_proj,7.065962e-07,6.910583e-07,4.130340e-08,9.320869e-08,7.337006e-05,1.631109e-04
27,mlp.down_proj,9.720750e-07,1.043789e-06,3.848019e-08,4.876387e-08,6.695239e-05,8.409406e-05
27,mlp,7.065962e-07,1.043789e-06,4.130340e-08,4.876387e-08,7.337006e-05,8.409406e-05
28,input_layernorm,2.420899e-07,6.941497e-07,2.420899e-07,5.225198e-08,4.826317e-04,9.324577e-05
28,self_attn.q_proj,6.941497e-07,4.208835e-07,5.225198e-08,8.560460e-08,9.324577e-05,1.493047e-04
28,self_attn.k_proj,6.941497e-07,3.991894e-07,5.225198e-08,8.781977e-08,9.324577e-05,1.535619e-04
28,self_attn.v_proj,6.941497e-07,7.431063e-07,5.225198e-08,7.445133e-08,9.324577e-05,1.313613e-04
28,self_attn.o_proj,9.976898e-07,9.208174e-07,1.642772e-08,2.341415e-08,2.966318e-05,4.192956e-05
28,post_attention_layernorm,2.343089e-07,7.207656e-07,2.347468e-07,4.279878e-08,4.577350e-04,7.637833e-05
28,mlp.gate_proj,7.207656e-07,6.103767e-07,4.279878e-08,1.042260e-07,7.637833e-05,1.829607e-04
28,mlp.up_proj,7.207656e-07,6.500694e-07,4.279878e-08,9.765434e-08,7.637833e-05,1.715187e-04
28,mlp.down_proj,9.386340e-07,1.013285e-06,4.255291e-08,5.394691e-08,7.469679e-05,9.395288e-05
28,mlp,7.207656e-07,1.013285e-06,4.279878e-08,5.394691e-08,7.637833e-05,9.395288e-05
29,input_layernorm,2.412689e-07,7.115158e-07,2.412689e-07,5.094635e-08,4.711897e-04,9.177039e-05
29,self_attn.q_proj,7.115158e-07,4.252401e-07,5.094635e-08,8.273858e-08,9.177039e-05,1.458560e-04
29,self_attn.k_proj,7.115158e-07,3.876319e-07,5.094635e-08,8.441362e-08,9.177039e-05,1.489734e-04
29,self_attn.v_proj,7.115158e-07,7.714331e-07,5.094635e-08,7.317992e-08,9.177039e-05,1.299486e-04
29,self_attn.o_proj,1.073280e-06,1.016018e-06,1.721888e-08,2.497489e-08,3.210219e-05,4.656776e-05
29,post_attention_layernorm,2.424475e-07,7.383475e-07,2.428580e-07,4.427662e-08,4.742758e-04,7.980612e-05
29,mlp.gate_proj,7.383475e-07,5.982712e-07,4.427662e-08,1.083349e-07,7.980612e-05,1.925345e-04
29,mlp.up_proj,7.383475e-07,6.053554e-07,4.427662e-08,1.027485e-07,7.980612e-05,1.825048e-04
29,mlp.down_proj,9.065800e-07,9.202837e-07,4.855964e-08,6.428143e-08,8.860652e-05,1.205051e-04
29,mlp,7.383475e-07,9.202837e-07,4.427662e-08,6.428143e-08,7.980612e-05,1.205051e-04
30,input_layernorm,2.530289e-07,7.434554e-07,2.530289e-07,5.388787e-08,4.909355e-04,9.711149e-05
30,self_attn.q_proj,7.434554e-07,4.327234e-07,5.388787e-08,8.733054e-08,9.711149e-05,1.553600e-04
30,self_attn.k_proj,7.434554e-07,4.074937e-07,5.388787e-08,8.810920e-08,9.711149e-05,1.565191e-04
30,self_attn.v_proj,7.434554e-07,7.580412e-07,5.388787e-08,7.870959e-08,9.711149e-05,1.405886e-04
30,self_attn.o_proj,1.002063e-06,9.037832e-07,2.024396e-08,3.004774e-08,3.913313e-05,5.727709e-05
30,post_attention_layernorm,2.482080e-07,7.397192e-07,2.487797e-07,4.507538e-08,4.756977e-04,8.147445e-05
30,mlp.gate_proj,7.397192e-07,5.277732e-07,4.507538e-08,1.172837e-07,8.147445e-05,2.096582e-04
30,mlp.up_proj,7.397192e-07,5.143350e-07,4.507538e-08,1.113450e-07,8.147445e-05,1.985862e-04
30,mlp.down_proj,6.277743e-07,7.293609e-07,2.368051e-07,5.800894e-07,5.314525e-04,1.232840e-03
30,mlp,7.397192e-07,7.293609e-07,4.507538e-08,5.800894e-07,8.147445e-05,1.232840e-03
31,input_layernorm,2.386373e-06,1.405144e-06,2.386373e-06,2.545671e-07,1.345471e-03,1.429163e-04
31,self_attn.q_proj,1.405144e-06,9.758871e-07,2.545671e-07,5.776297e-07,1.429163e-04,3.226822e-04
31,self_attn.k_proj,1.405144e-06,1.052713e-06,2.545671e-07,6.824873e-07,1.429163e-04,3.798392e-04
31,self_attn.v_proj,1.405144e-06,1.975585e-06,2.545671e-07,5.107983e-07,1.429163e-04,2.842440e-04
31,self_attn.o_proj,2.546367e-06,2.788889e-06,2.825542e-07,1.503987e-06,1.583086e-04,8.410885e-04
31,post_attention_layernorm,1.866956e-06,4.930496e-06,1.620476e-06,8.481128e-07,9.306862e-04,4.985833e-04
31,mlp.gate_proj,4.930496e-06,3.055020e-06,8.481128e-07,2.583079e-06,4.985833e-04,1.525276e-03
31,mlp.up_proj,4.930496e-06,2.508480e-06,8.481128e-07,2.174152e-06,4.985833e-04,1.280432e-03
31,mlp.down_proj,5.802764e-06,4.523428e-06,3.379875e-06,4.971961e-06,1.996470e-03,2.938682e-03
31,mlp,4.930496e-06,4.523428e-06,8.481128e-07,4.971961e-06,4.985833e-04,2.938682e-03
